0.07917594,0.069671415,0.074252866,0.06203006,0.0607354,0.06146729
0.09062562,0.08567866,0.07631411,0.07339548,0.06483609,0.06444297
0.0891665,0.07834541,0.066117674,0.07188894,0.06041844,0.06062207
0.075096466,0.07382987,0.063275024,0.06221165,0.058654133,0.060348153
0.08511215,0.07524618,0.066845104,0.06967766,0.066667244,0.06403578
0.07927928,0.069955,0.06522458,0.06308418,0.0589745,0.060051996
0.078644,0.06859714,0.06866837,0.06578001,0.062005322,0.054753195
0.09290174,0.07362005,0.07333819,0.06551679,0.06195322,0.060167145
0.08110998,0.069520585,0.06158061,0.06511917,0.055185582,0.05712278
0.07440668,0.07234943,0.062293917,0.058249015,0.05456716,0.051444992
0.07682609,0.06694521,0.062792905,0.062453646,0.056775372,0.05685176
0.08825306,0.07016816,0.07083035,0.059821825,0.062007498,0.060227674
0.08098257,0.07509989,0.07482889,0.05495736,0.06414238,0.054574843
0.08191218,0.07339246,0.073762275,0.06566231,0.058537826,0.05843225
0.081451796,0.074698865,0.063957095,0.06584979,0.056094687,0.058675926
0.071170114,0.069552295,0.07226673,0.05818003,0.06331021,0.057932872
0.08445246,0.07048237,0.063825496,0.0624546,0.058434,0.051423896
0.084415354,0.07541397,0.06667753,0.062982775,0.061038133,0.064191766
0.08527332,0.07721728,0.063655175,0.06259789,0.062322725,0.06126395
0.0836438,0.06987316,0.06716881,0.061616197,0.059848484,0.058575626
0.08361604,0.07348994,0.07061269,0.06578345,0.06267917,0.05753525
0.078343876,0.07560084,0.060346138,0.063693225,0.057317168,0.052987784
0.08531771,0.07706811,0.06754466,0.06497258,0.058122892,0.055250417
0.075363,0.07686832,0.06405755,0.060153544,0.05294465,0.058403134
0.089765705,0.06795103,0.06692704,0.0678616,0.06459376,0.050933342
0.08199215,0.06561185,0.06417941,0.06216247,0.060934853,0.051402688
0.090144664,0.067344904,0.06966599,0.0695724,0.05769452,0.060294118
0.08013777,0.07047426,0.07144598,0.06307148,0.06304132,0.051935226
0.080796845,0.07146887,0.0585213,0.05981346,0.05215923,0.053005647
0.08145831,0.07460462,0.068202175,0.062402148,0.060971484,0.054022927
0.08223187,0.07237915,0.071495906,0.06328403,0.0616485,0.054325983
0.087703474,0.07518194,0.07412375,0.06542993,0.05691577,0.060102776
0.081315875,0.072641574,0.06547299,0.064071156,0.057688717,0.061453372
0.08646532,0.07644253,0.071667865,0.06659172,0.057434533,0.057600856
0.07265678,0.07486043,0.06571128,0.06363163,0.060283046,0.054762084
0.08620014,0.073300384,0.06636024,0.06740584,0.060729656,0.06314553
0.08189499,0.0723987,0.06464619,0.055694293,0.056777477,0.05683856
0.08209149,0.073438875,0.06693322,0.068152755,0.066986755,0.056059998
0.07982991,0.06947328,0.063457064,0.06010608,0.052057337,0.04993579
0.07353429,0.064047895,0.06438873,0.06079297,0.055994768,0.05664469
0.08740733,0.07392859,0.07289825,0.06228873,0.062465638,0.056736905
0.07779796,0.08003152,0.07444445,0.06360252,0.06147881,0.060749743
0.07793573,0.0701425,0.06444604,0.06628335,0.055907797,0.05905823
0.07870632,0.06562171,0.06102382,0.058745753,0.057970125,0.052021265
0.08606701,0.07691301,0.07108175,0.06135838,0.06409791,0.05558684
0.08258688,0.06917339,0.067029454,0.06530281,0.057464328,0.056468487
0.08188519,0.07220892,0.07584602,0.061947722,0.05470645,0.06148575
0.08455688,0.07119516,0.06649084,0.058584657,0.055582363,0.052239284
0.07386754,0.07054502,0.06491831,0.056850303,0.05814615,0.051931743
0.078890145,0.06971767,0.061548878,0.060777906,0.053773254,0.053947013
0.08602801,0.069925904,0.06660219,0.060754973,0.059922304,0.05681396
0.07940113,0.07732048,0.06643696,0.059520125,0.057849336,0.052902564
0.07741261,0.07290382,0.07184617,0.06078015,0.060139712,0.054655183
0.079734355,0.07150409,0.07430458,0.06708101,0.05766927,0.05828613
0.07768906,0.065943874,0.06705969,0.06707843,0.057889763,0.05828771
0.08309493,0.075269945,0.071192525,0.069551,0.06177445,0.061132442
0.08717698,0.076108254,0.06069791,0.06835788,0.058913857,0.05682872
0.08321476,0.07277158,0.07498478,0.06111681,0.0649555,0.059985112
0.081515215,0.06720763,0.07016956,0.06475438,0.05468583,0.057164002
0.0778732,0.06838014,0.06775363,0.059222996,0.054391455,0.05700797
0.07978014,0.0671212,0.06209004,0.06564071,0.062998235,0.052176967
0.0860657,0.07222617,0.06911152,0.06727707,0.056032788,0.055467755
0.0746474,0.06656893,0.06491492,0.062335327,0.05893157,0.056537475
0.08546975,0.075132966,0.06645194,0.06274844,0.05991171,0.058728892
0.07792694,0.06403562,0.05785675,0.06327436,0.059317958,0.056420207
0.08016466,0.07465593,0.0707182,0.0643822,0.06405155,0.050951064
0.08626515,0.07537121,0.07326694,0.0716,0.061335754,0.05489701
0.07885351,0.06940376,0.055936594,0.05655845,0.062352374,0.049615104
0.08831061,0.06944793,0.06826031,0.06492279,0.056767244,0.056413796
0.07902559,0.071211115,0.062929064,0.06364096,0.05479839,0.055727523
0.08495686,0.07731298,0.08096531,0.069948435,0.06521249,0.061361957
0.071609415,0.068009056,0.06264538,0.06740446,0.06064568,0.060034838
0.07871605,0.0642323,0.06813996,0.06437906,0.05942213,0.049765695
0.086056836,0.079010956,0.06411095,0.06490614,0.06324438,0.055480104
0.08085572,0.07951965,0.06942564,0.06433481,0.055627484,0.062135678
0.081212856,0.07322461,0.064259134,0.06597151,0.05493449,0.05129519
0.082502,0.07185485,0.06784972,0.06225116,0.057682946,0.060501236
0.08217805,0.076369464,0.06652347,0.066181086,0.052130867,0.05959868
0.08247277,0.07662882,0.06827768,0.06964818,0.06878557,0.0595735
0.08275232,0.07442797,0.06968749,0.065639906,0.05810256,0.06158625
0.07430778,0.071222164,0.06881834,0.058910716,0.053722244,0.055244654
0.08168345,0.070954055,0.056274,0.06442237,0.0563011,0.05100919
0.08309287,0.06811254,0.06999397,0.057521697,0.05531788,0.052824467
0.076971516,0.07802252,0.07733671,0.06583787,0.065337785,0.05399372
0.07950246,0.07804864,0.07788703,0.061512876,0.06003217,0.061539274
0.08407626,0.07946366,0.066057034,0.05828917,0.061566394,0.059093088
0.08248416,0.07599818,0.07443857,0.06904302,0.06998948,0.06186856
0.08880194,0.07146158,0.074712254,0.06285766,0.06014213,0.061546594
0.082150005,0.08141568,0.071254104,0.06715098,0.06680909,0.05796491
0.07635501,0.06904679,0.06645338,0.057262886,0.054305434,0.053261463
0.067406245,0.07570303,0.06366568,0.062703274,0.054130014,0.058433767
0.08397347,0.06912301,0.065241046,0.057478834,0.059698924,0.056874048
0.08674654,0.06613114,0.07058721,0.06131978,0.063025765,0.0567368
0.07498578,0.06945226,0.065239705,0.06549869,0.064755805,0.054200407
0.07793582,0.076506004,0.07058667,0.07125863,0.064085394,0.05849741
0.07336152,0.06859561,0.064619415,0.061434317,0.057807285,0.05587958
0.081602685,0.07527384,0.06557203,0.062742725,0.05845639,0.058671597
0.08157959,0.072807886,0.07016484,0.059202928,0.060294267,0.05770719
0.08513582,0.07770639,0.06708571,0.06268845,0.058946043,0.056961965
0.088665865,0.073433585,0.07275325,0.06873878,0.06378735,0.06114992
